#TYPE Selected.System.Management.Automation.PSCustomObject
"Loop","Index","FrequencyChanges","NewFrequency"
"17","16034","+9","8933"
"17","16035","+1","8934"
"17","16036","+10","8944"
"17","16037","-14","8930"
"17","16038","+6","8936"
"17","16039","+2","8938"
"17","16040","+2","8940"
"17","16041","-15","8925"
"17","16042","-15","8910"
"17","16043","-6","8904"
"17","16044","+11","8915"
"17","16045","+16","8931"
"17","16046","-8","8923"
"17","16047","+14","8937"
"17","16048","-18","8919"
"17","16049","-12","8907"
"17","16050","+14","8921"
"17","16051","+7","8928"
"17","16052","-1","8927"
"17","16053","-13","8914"
"17","16054","-18","8896"
"17","16055","-13","8883"
"17","16056","+5","8888"
"17","16057","-3","8885"
"17","16058","-18","8867"
"17","16059","+7","8874"
"17","16060","-2","8872"
"17","16061","-2","8870"
"17","16062","+6","8876"
"17","16063","-12","8864"
"17","16064","+15","8879"
"17","16065","+1","8880"
"17","16066","+18","8898"
"17","16067","-8","8890"
"17","16068","+22","8912"
"17","16069","+6","8918"
"17","16070","-1","8917"
"17","16071","+9","8926"
"17","16072","+9","8935"
"17","16073","+17","8952"
"17","16074","+18","8970"
"17","16075","+9","8979"
"17","16076","+13","8992"
"17","16077","-8","8984"
"17","16078","-17","8967"
"17","16079","+16","8983"
"17","16080","+16","8999"
"17","16081","+12","9011"
"17","16082","-11","9000"
"17","16083","-6","8994"
"17","16084","-9","8985"
"17","16085","+13","8998"
"17","16086","+11","9009"
"17","16087","-8","9001"
"17","16088","-12","8989"
"17","16089","+8","8997"
"17","16090","-10","8987"
"17","16091","+17","9004"
"17","16092","-13","8991"
"17","16093","-17","8974"
"17","16094","+7","8981"
"17","16095","-10","8971"
"17","16096","-3","8968"
"17","16097","+4","8972"
"17","16098","+1","8973"
"17","16099","-11","8962"
"17","16100","+3","8965"
"17","16101","-6","8959"
"17","16102","+19","8978"
"17","16103","+4","8982"
"17","16104","+13","8995"
"17","16105","+1","8996"
"17","16106","+11","9007"
"17","16107","+6","9013"
"17","16108","-3","9010"
"17","16109","+16","9026"
"17","16110","+8","9034"
"17","16111","+1","9035"
"17","16112","+17","9052"
"17","16113","-10","9042"
"17","16114","+18","9060"
"17","16115","-3","9057"
"17","16116","-7","9050"
"17","16117","+20","9070"
"17","16118","+4","9074"
"17","16119","+1","9075"
"17","16120","-8","9067"
"17","16121","+1","9068"
"17","16122","-2","9066"
"17","16123","+12","9078"
"17","16124","-1","9077"
"17","16125","+8","9085"
"17","16126","+8","9093"
"17","16127","+18","9111"
"17","16128","-10","9101"
"17","16129","+6","9107"
"17","16130","-16","9091"
"17","16131","+1","9092"
"17","16132","-3","9089"
"17","16133","+10","9099"
"17","16134","-11","9088"
"17","16135","-1","9087"
"17","16136","-5","9082"
"17","16137","+15","9097"
"17","16138","-11","9086"
"17","16139","-10","9076"
"17","16140","+18","9094"
"17","16141","+4","9098"
"17","16142","+8","9106"
"17","16143","+14","9120"
"17","16144","+6","9126"
"17","16145","+16","9142"
"17","16146","+12","9154"
"17","16147","+2","9156"
"17","16148","-19","9137"
"17","16149","+18","9155"
"17","16150","-5","9150"
"17","16151","-16","9134"
"17","16152","-10","9124"
"17","16153","-7","9117"
"17","16154","-3","9114"
"17","16155","+13","9127"
"17","16156","+14","9141"
"17","16157","+16","9157"
"17","16158","+13","9170"
"17","16159","-12","9158"
"17","16160","+15","9173"
"17","16161","+8","9181"
"17","16162","+17","9198"
"17","16163","+10","9208"
"17","16164","+7","9215"
"17","16165","+6","9221"
"17","16166","+17","9238"
"17","16167","+19","9257"
"17","16168","+19","9276"
"17","16169","-16","9260"
"17","16170","+10","9270"
"17","16171","+4","9274"
"17","16172","-16","9258"
"17","16173","-14","9244"
"17","16174","+8","9252"
"17","16175","+7","9259"
"17","16176","-22","9237"
"17","16177","-8","9229"
"17","16178","-19","9210"
"17","16179","+13","9223"
"17","16180","+12","9235"
"17","16181","-18","9217"
"17","16182","-21","9196"
"17","16183","+10","9206"
"17","16184","-12","9194"
"17","16185","-2","9192"
"17","16186","-12","9180"
"17","16187","-11","9169"
"17","16188","-16","9153"
"17","16189","-20","9133"
"17","16190","+6","9139"
"17","16191","-3","9136"
"17","16192","+2","9138"
"17","16193","-16","9122"
"17","16194","+9","9131"
"17","16195","-13","9118"
"17","16196","+1","9119"
"17","16197","+2","9121"
"17","16198","-13","9108"
"17","16199","+15","9123"
"17","16200","+9","9132"
"17","16201","-7","9125"
"17","16202","+22","9147"
"17","16203","-2","9145"
"17","16204","+18","9163"
"17","16205","+5","9168"
"17","16206","+4","9172"
"17","16207","-20","9152"
"17","16208","+14","9166"
"17","16209","-17","9149"
"17","16210","-19","9130"
"17","16211","+16","9146"
"17","16212","-6","9140"
"17","16213","+19","9159"
"17","16214","+1","9160"
"17","16215","+5","9165"
"17","16216","+24","9189"
"17","16217","+11","9200"
"17","16218","-16","9184"
"17","16219","+15","9199"
"17","16220","+13","9212"
"17","16221","+15","9227"
"17","16222","-3","9224"
"17","16223","-5","9219"
"17","16224","-17","9202"
"17","16225","-1","9201"
"17","16226","+8","9209"
"17","16227","+5","9214"
"17","16228","-10","9204"
"17","16229","+9","9213"
"17","16230","-2","9211"
"17","16231","+7","9218"
"17","16232","-11","9207"
"17","16233","-17","9190"
"17","16234","-13","9177"
"17","16235","-1","9176"
"17","16236","-9","9167"
"17","16237","+4","9171"
"17","16238","-10","9161"
"17","16239","-26","9135"
"17","16240","-22","9113"
"17","16241","+16","9129"
"17","16242","+14","9143"
"17","16243","+21","9164"
"17","16244","-20","9144"
"17","16245","+43","9187"
"17","16246","+8","9195"
"17","16247","-12","9183"
"17","16248","+2","9185"
"17","16249","-7","9178"
"17","16250","+15","9193"
"17","16251","+12","9205"
"17","16252","+17","9222"
"17","16253","+12","9234"
"17","16254","-18","9216"
"17","16255","+16","9232"
"17","16256","-12","9220"
"17","16257","+13","9233"
"17","16258","+8","9241"
"17","16259","+14","9255"
"17","16260","-12","9243"
"17","16261","+26","9269"
"17","16262","-6","9263"
"17","16263","+18","9281"
"17","16264","-3","9278"
"17","16265","-7","9271"
"17","16266","+19","9290"
"17","16267","-5","9285"
"17","16268","+13","9298"
"17","16269","+12","9310"
"17","16270","-14","9296"
"17","16271","-7","9289"
"17","16272","-14","9275"
"17","16273","+13","9288"
"17","16274","+13","9301"
"17","16275","-18","9283"
"17","16276","-6","9277"
"17","16277","+3","9280"
"17","16278","-12","9268"
"17","16279","+5","9273"
"17","16280","-20","9253"
"17","16281","+19","9272"
"17","16282","-11","9261"
"17","16283","-7","9254"
"17","16284","-15","9239"
"17","16285","-11","9228"
"17","16286","+12","9240"
"17","16287","-14","9226"
"17","16288","+24","9250"
"17","16289","-1","9249"
"17","16290","+18","9267"
"17","16291","+24","9291"
"17","16292","-9","9282"
"17","16293","+11","9293"
"17","16294","+9","9302"
"17","16295","-3","9299"
"17","16296","+8","9307"
"17","16297","-21","9286"
"17","16298","+1","9287"
"17","16299","+17","9304"
"17","16300","+1","9305"
"17","16301","+4","9309"
"17","16302","+20","9329"
"17","16303","-12","9317"
"17","16304","-5","9312"
"17","16305","+23","9335"
"17","16306","-9","9326"
"17","16307","+6","9332"
"17","16308","-12","9320"
"17","16309","-36","9284"
"17","16310","+13","9297"
"17","16311","-3","9294"
"17","16312","+33","9327"
"17","16313","-2","9325"
"17","16314","+9","9334"
"17","16315","+11","9345"
"17","16316","+23","9368"
"17","16317","-18","9350"
"17","16318","+22","9372"
"17","16319","-11","9361"
"17","16320","+14","9375"
"17","16321","+9","9384"
"17","16322","+8","9392"
"17","16323","-12","9380"
"17","16324","+5","9385"
"17","16325","-3","9382"
"17","16326","-3","9379"
"17","16327","+8","9387"
"17","16328","+16","9403"
"17","16329","+6","9409"
"17","16330","-18","9391"
"17","16331","+10","9401"
"17","16332","-18","9383"
"17","16333","-6","9377"
"17","16334","-1","9376"
"17","16335","-2","9374"
"17","16336","+24","9398"
"17","16337","-17","9381"
"17","16338","+23","9404"
"17","16339","+16","9420"
"17","16340","-9","9411"
"17","16341","+10","9421"
"17","16342","+23","9444"
"17","16343","-10","9434"
"17","16344","+2","9436"
"17","16345","+2","9438"
"17","16346","-9","9429"
"17","16347","+13","9442"
"17","16348","+3","9445"
"17","16349","+18","9463"
"17","16350","+12","9475"
"17","16351","+15","9490"
"17","16352","+16","9506"
"17","16353","-3","9503"
"17","16354","-7","9496"
"17","16355","-7","9489"
"17","16356","-5","9484"
"17","16357","+9","9493"
"17","16358","+1","9494"
"17","16359","-3","9491"
"17","16360","-19","9472"
"17","16361","-7","9465"
"17","16362","+17","9482"
"17","16363","+3","9485"
"17","16364","+13","9498"
"17","16365","+25","9523"
"17","16366","-4","9519"
"17","16367","-1","9518"
"17","16368","-19","9499"
"17","16369","-7","9492"
"17","16370","+15","9507"
"17","16371","-21","9486"
"17","16372","+43","9529"
"17","16373","+17","9546"
"17","16374","+5","9551"
"17","16375","+19","9570"
"17","16376","+10","9580"
"17","16377","+14","9594"
"17","16378","-15","9579"
"17","16379","-12","9567"
"17","16380","+19","9586"
"17","16381","+19","9605"
"17","16382","-16","9589"
"17","16383","-7","9582"
"17","16384","-7","9575"
"17","16385","-15","9560"
"17","16386","+6","9566"
"17","16387","-8","9558"
"17","16388","+18","9576"
"17","16389","+12","9588"
"17","16390","-7","9581"
"17","16391","-18","9563"
"17","16392","+9","9572"
"17","16393","+18","9590"
"17","16394","+16","9606"
"17","16395","-23","9583"
"17","16396","-18","9565"
"17","16397","-3","9562"
"17","16398","+12","9574"
"17","16399","-15","9559"
"17","16400","+9","9568"
"17","16401","+3","9571"
"17","16402","-14","9557"
"17","16403","+16","9573"
"17","16404","+18","9591"
"17","16405","+13","9604"
"17","16406","+19","9623"
"17","16407","-1","9622"
"17","16408","+11","9633"
"17","16409","+14","9647"
"17","16410","-4","9643"
"17","16411","-16","9627"
"17","16412","+11","9638"
"17","16413","-12","9626"
"17","16414","+27","9653"
"17","16415","-1","9652"
"17","16416","-13","9639"
"17","16417","+9","9648"
"17","16418","+7","9655"
"17","16419","-9","9646"
"17","16420","-1","9645"
"17","16421","+14","9659"
"17","16422","-35","9624"
"17","16423","-28","9596"
"17","16424","+1","9597"
"17","16425","+4","9601"
"17","16426","+15","9616"
"17","16427","-18","9598"
"17","16428","+10","9608"
"17","16429","-6","9602"
"17","16430","+12","9614"
"17","16431","-2","9612"
"17","16432","-5","9607"
"17","16433","-23","9584"
"17","16434","+31","9615"
"17","16435","-23","9592"
"17","16436","-37","9555"
"17","16437","+6","9561"
"17","16438","-13","9548"
"17","16439","-3","9545"
"17","16440","+4","9549"
"17","16441","+38","9587"
"17","16442","-23","9564"
"17","16443","-28","9536"
"17","16444","-24","9512"
"17","16445","-15","9497"
"17","16446","+4","9501"
"17","16447","+3","9504"
"17","16448","-16","9488"
"17","16449","+32","9520"
"17","16450","+13","9533"
"17","16451","-24","9509"
"17","16452","-9","9500"
"17","16453","-41","9459"
"17","16454","-41","9418"
"17","16455","-13","9405"
"17","16456","-41","9364"
"17","16457","-17","9347"
"17","16458","+16","9363"
"17","16459","-3","9360"
"17","16460","-36","9324"
"17","16461","-136","9188"
"17","16462","-9","9179"
"17","16463","+7","9186"
"17","16464","-4","9182"
"17","16465","-54","9128"
"17","16466","+20","9148"
"17","16467","+3","9151"
"17","16468","+11","9162"
"17","16469","+13","9175"
"17","16470","+16","9191"
"17","16471","+6","9197"
"17","16472","+6","9203"
"17","16473","-29","9174"
"17","16474","-118","9056"
"17","16475","-68","8988"
"17","16476","-416","8572"
"17","16477","-393","8179"
"17","16478","-73804","-65625"
"17","16479","+17","-65608"
"17","16480","+8","-65600"
"17","16481","-14","-65614"
"17","16482","+12","-65602"
"17","16483","-22","-65624"
"17","16484","-19","-65643"
"17","16485","-7","-65650"
"17","16486","-3","-65653"
"17","16487","-14","-65667"
"17","16488","+8","-65659"
"17","16489","-3","-65662"
"17","16490","-3","-65665"
"17","16491","+16","-65649"
"17","16492","-14","-65663"
"17","16493","+5","-65658"
"17","16494","-19","-65677"
"17","16495","+16","-65661"
"17","16496","+15","-65646"
"17","16497","+8","-65638"
"17","16498","+11","-65627"
"17","16499","-14","-65641"
"17","16500","-13","-65654"
"17","16501","+3","-65651"
"17","16502","+14","-65637"
"17","16503","-15","-65652"
"17","16504","+19","-65633"
"17","16505","+26","-65607"
"17","16506","+8","-65599"
"17","16507","-11","-65610"
"17","16508","-12","-65622"
"17","16509","+17","-65605"
"17","16510","-12","-65617"
"17","16511","-12","-65629"
"17","16512","+20","-65609"
"17","16513","+22","-65587"
"17","16514","+13","-65574"
"17","16515","+14","-65560"
"17","16516","+13","-65547"
"17","16517","-3","-65550"
"17","16518","-2","-65552"
"17","16519","-1","-65553"
"17","16520","-4","-65557"
"17","16521","-16","-65573"
"17","16522","+7","-65566"
"17","16523","+12","-65554"
"17","16524","+18","-65536"
"17","16525","-15","-65551"
"17","16526","-11","-65562"
"17","16527","+7","-65555"
"17","16528","-15","-65570"
"17","16529","+11","-65559"
"17","16530","+16","-65543"
"17","16531","+13","-65530"
"17","16532","+16","-65514"
"17","16533","-2","-65516"
"17","16534","-9","-65525"
"17","16535","-4","-65529"
"17","16536","+6","-65523"
"17","16537","-8","-65531"
"17","16538","-27","-65558"
"17","16539","+16","-65542"
"17","16540","-7","-65549"
"17","16541","+87","-65462"
"17","16542","+17","-65445"
"17","16543","+11","-65434"
"17","16544","-12","-65446"
"17","16545","-2","-65448"
"17","16546","+11","-65437"
"17","16547","-13","-65450"
"17","16548","-9","-65459"
"17","16549","-10","-65469"
"17","16550","-21","-65490"
"17","16551","+15","-65475"
"17","16552","-23","-65498"
"17","16553","-15","-65513"
"17","16554","+13","-65500"
"17","16555","+11","-65489"
"17","16556","+37","-65452"
"17","16557","+16","-65436"
"17","16558","+22","-65414"
"17","16559","+16","-65398"
"17","16560","+12","-65386"
"17","16561","+18","-65368"
"17","16562","-9","-65377"
"17","16563","-8","-65385"
"17","16564","+19","-65366"
"17","16565","-5","-65371"
"17","16566","-4","-65375"
"17","16567","+13","-65362"
"17","16568","+8","-65354"
"17","16569","+4","-65350"
"17","16570","-9","-65359"
"17","16571","+4","-65355"
"17","16572","+9","-65346"
"17","16573","+4","-65342"
"17","16574","-19","-65361"
"17","16575","-2","-65363"
"17","16576","-11","-65374"
"17","16577","-2","-65376"
"17","16578","+16","-65360"
"17","16579","+17","-65343"
"17","16580","+6","-65337"
"17","16581","-8","-65345"
"17","16582","+19","-65326"
"17","16583","-2","-65328"
"17","16584","+6","-65322"
"17","16585","+2","-65320"
"17","16586","-10","-65330"
"17","16587","+12","-65318"
"17","16588","+6","-65312"
"17","16589","-20","-65332"
"17","16590","-6","-65338"
"17","16591","+5","-65333"
"17","16592","+14","-65319"
"17","16593","+12","-65307"
"17","16594","+20","-65287"
"17","16595","-21","-65308"
"17","16596","+22","-65286"
"17","16597","-2","-65288"
"17","16598","+9","-65279"
"17","16599","-2","-65281"
"17","16600","-14","-65295"
"17","16601","-15","-65310"
"17","16602","+14","-65296"
"17","16603","+7","-65289"
"17","16604","-2","-65291"
"17","16605","+9","-65282"
"17","16606","-19","-65301"
"17","16607","-52","-65353"
"17","16608","-20","-65373"
"17","16609","+4","-65369"
"17","16610","-1","-65370"
"17","16611","-18","-65388"
"17","16612","+9","-65379"
"17","16613","+7","-65372"
"17","16614","-17","-65389"
"17","16615","-22","-65411"
"17","16616","-20","-65431"
"17","16617","-7","-65438"
"17","16618","-2","-65440"
"17","16619","-9","-65449"
"17","16620","+8","-65441"
"17","16621","-3","-65444"
"17","16622","+11","-65433"
"17","16623","+18","-65415"
"17","16624","-7","-65422"
"17","16625","+17","-65405"
"17","16626","+22","-65383"
"17","16627","-18","-65401"
"17","16628","-15","-65416"
"17","16629","-19","-65435"
"17","16630","-8","-65443"
"17","16631","+13","-65430"
"17","16632","+3","-65427"
"17","16633","-15","-65442"
"17","16634","+17","-65425"
"17","16635","-3","-65428"
"17","16636","-43","-65471"
"17","16637","-34","-65505"
"17","16638","+9","-65496"
"17","16639","-37","-65533"
"17","16640","+41","-65492"
"17","16641","+141","-65351"
"17","16642","-16","-65367"
"17","16643","+19","-65348"
"17","16644","-10","-65358"
"17","16645","+14","-65344"
"17","16646","+4","-65340"
"17","16647","-7","-65347"
"17","16648","-17","-65364"
"17","16649","+12","-65352"
"17","16650","+23","-65329"
"17","16651","+2","-65327"
"17","16652","+16","-65311"
"17","16653","+36","-65275"
"17","16654","-61","-65336"
"17","16655","-253","-65589"
"17","16656","-41","-65630"
"17","16657","-44","-65674"
"17","16658","-17","-65691"
"17","16659","+10","-65681"
"17","16660","-9","-65690"
"17","16661","-5","-65695"
"17","16662","+15","-65680"
"17","16663","+20","-65660"
"17","16664","+16","-65644"
"17","16665","-4","-65648"
"17","16666","+3","-65645"
"17","16667","-12","-65657"
"17","16668","+21","-65636"
"17","16669","-11","-65647"
"17","16670","-9","-65656"
"17","16671","+16","-65640"
"17","16672","-24","-65664"
"17","16673","-12","-65676"
"17","16674","+5","-65671"
"17","16675","-2","-65673"
"17","16676","-6","-65679"
"17","16677","-18","-65697"
"17","16678","-15","-65712"
"17","16679","+16","-65696"
"17","16680","-10","-65706"
"17","16681","-5","-65711"
"17","16682","-4","-65715"
"17","16683","+8","-65707"
"17","16684","+6","-65701"
"17","16685","-20","-65721"
"17","16686","-3","-65724"
"17","16687","-19","-65743"
"17","16688","+7","-65736"
"17","16689","+4","-65732"
"17","16690","-3","-65735"
"17","16691","-11","-65746"
"17","16692","+20","-65726"
"17","16693","+4","-65722"
"17","16694","+17","-65705"
"17","16695","-3","-65708"
"17","16696","-5","-65713"
"17","16697","-3","-65716"
"17","16698","+6","-65710"
"17","16699","-4","-65714"
"17","16700","-16","-65730"
"17","16701","-15","-65745"
"17","16702","+3","-65742"
"17","16703","+19","-65723"
"17","16704","-18","-65741"
"17","16705","+16","-65725"
"17","16706","-9","-65734"
"17","16707","+17","-65717"
"17","16708","+15","-65702"
"17","16709","-25","-65727"
"17","16710","-12","-65739"
"17","16711","-17","-65756"
"17","16712","-17","-65773"
"17","16713","-4","-65777"
"17","16714","+13","-65764"
"17","16715","-15","-65779"
"17","16716","+4","-65775"
"17","16717","+17","-65758"
"17","16718","-7","-65765"
"17","16719","+13","-65752"
"17","16720","-18","-65770"
"17","16721","+4","-65766"
"17","16722","+3","-65763"
"17","16723","+10","-65753"
"17","16724","+5","-65748"
"17","16725","-1","-65749"
"17","16726","+12","-65737"
"17","16727","+9","-65728"
"17","16728","-19","-65747"
"17","16729","+16","-65731"
"17","16730","+2","-65729"
"17","16731","-11","-65740"
"17","16732","-14","-65754"
"17","16733","-14","-65768"
"17","16734","-14","-65782"
"17","16735","-2","-65784"
"17","16736","+6","-65778"
"17","16737","-3","-65781"
"17","16738","+1","-65780"
"17","16739","-15","-65795"
"17","16740","+3","-65792"
"17","16741","+2","-65790"
"17","16742","-11","-65801"
"17","16743","-9","-65810"
"17","16744","+4","-65806"
"17","16745","-3","-65809"
"17","16746","+13","-65796"
"17","16747","-1","-65797"
"17","16748","-20","-65817"
"17","16749","-19","-65836"
"17","16750","-13","-65849"
"17","16751","-8","-65857"
"17","16752","-1","-65858"
"17","16753","+13","-65845"
"17","16754","+8","-65837"
"17","16755","+9","-65828"
"17","16756","+2","-65826"
"17","16757","+6","-65820"
"17","16758","+8","-65812"
"17","16759","-9","-65821"
"17","16760","-20","-65841"
"17","16761","-5","-65846"
"17","16762","+11","-65835"
"17","16763","+20","-65815"
"17","16764","+2","-65813"
"17","16765","+9","-65804"
"17","16766","+15","-65789"
"17","16767","+17","-65772"
"17","16768","+3","-65769"
"17","16769","+18","-65751"
"17","16770","-20","-65771"
"17","16771","-3","-65774"
"17","16772","+7","-65767"
"17","16773","+8","-65759"
"17","16774","+15","-65744"
"17","16775","-6","-65750"
"17","16776","-10","-65760"
"17","16777","-16","-65776"
"17","16778","+19","-65757"
"17","16779","+2","-65755"
"17","16780","-32","-65787"
"17","16781","-7","-65794"
"17","16782","-11","-65805"
"17","16783","+3","-65802"
"17","16784","+11","-65791"
"17","16785","-25","-65816"
"17","16786","-11","-65827"
"17","16787","+16","-65811"
"17","16788","-3","-65814"
"17","16789","+16","-65798"
"17","16790","-35","-65833"
"17","16791","+10","-65823"
"17","16792","+16","-65807"
"17","16793","+24","-65783"
"17","16794","-3","-65786"
"17","16795","+1","-65785"
"17","16796","-15","-65800"
"17","16797","-8","-65808"
"17","16798","+20","-65788"
"17","16799","+27","-65761"
"17","16800","+23","-65738"
"17","16801","+20","-65718"
"17","16802","-1","-65719"
"17","16803","-14","-65733"
"17","16804","+34","-65699"
"17","16805","+14","-65685"
"17","16806","+3","-65682"
"17","16807","-18","-65700"
"17","16808","+6","-65694"
"17","16809","+10","-65684"
"17","16810","+9","-65675"
"17","16811","-18","-65693"
"17","16812","-27","-65720"
"17","16813","-42","-65762"
"17","16814","-41","-65803"
"17","16815","-37","-65840"
"17","16816","-12","-65852"
"17","16817","-22","-65874"
"17","16818","+15","-65859"
"17","16819","+12","-65847"
"17","16820","-19","-65866"
"17","16821","-18","-65884"
"17","16822","+17","-65867"
"17","16823","-15","-65882"
"17","16824","+18","-65864"
"17","16825","-4","-65868"
"17","16826","+20","-65848"
"17","16827","-12","-65860"
"17","16828","+17","-65843"
"17","16829","-34","-65877"
"17","16830","-23","-65900"
"17","16831","-8","-65908"
"17","16832","-27","-65935"
"17","16833","-4","-65939"
"17","16834","-8","-65947"
"17","16835","+20","-65927"
"17","16836","-10","-65937"
"17","16837","-8","-65945"
"17","16838","-19","-65964"
"17","16839","+8","-65956"
"17","16840","-4","-65960"
"17","16841","+11","-65949"
"17","16842","-1","-65950"
"17","16843","-11","-65961"
"17","16844","+9","-65952"
"17","16845","+1","-65951"
"17","16846","-4","-65955"
"17","16847","+15","-65940"
"17","16848","-6","-65946"
"17","16849","+3","-65943"
"17","16850","-10","-65953"
"17","16851","-10","-65963"
"17","16852","-4","-65967"
"17","16853","+5","-65962"
"17","16854","+28","-65934"
"17","16855","-2","-65936"
"17","16856","+15","-65921"
"17","16857","-21","-65942"
"17","16858","+19","-65923"
"17","16859","-1","-65924"
"17","16860","-6","-65930"
"17","16861","-8","-65938"
"17","16862","+13","-65925"
"17","16863","-44","-65969"
"17","16864","+3","-65966"
"17","16865","-9","-65975"
"17","16866","+3","-65972"
"17","16867","-24","-65996"
"17","16868","-19","-66015"
"17","16869","+17","-65998"
"17","16870","-3","-66001"
"17","16871","+7","-65994"
"17","16872","-16","-66010"
"17","16873","+11","-65999"
"17","16874","+17","-65982"
"17","16875","-27","-66009"
"17","16876","-15","-66024"
"17","16877","-2","-66026"
"17","16878","-11","-66037"
"17","16879","-18","-66055"
"17","16880","+9","-66046"
"17","16881","-6","-66052"
"17","16882","-17","-66069"
"17","16883","+2","-66067"
"17","16884","-16","-66083"
"17","16885","+13","-66070"
"17","16886","+16","-66054"
"17","16887","-9","-66063"
"17","16888","+1","-66062"
"17","16889","-13","-66075"
"17","16890","-5","-66080"
"17","16891","-11","-66091"
"17","16892","+4","-66087"
"17","16893","-2","-66089"
"17","16894","+8","-66081"
"17","16895","+3","-66078"
"17","16896","+25","-66053"
"17","16897","+15","-66038"
"17","16898","-20","-66058"
"17","16899","+7","-66051"
"17","16900","+2","-66049"
"17","16901","+5","-66044"
"17","16902","-3","-66047"
"17","16903","-13","-66060"
"17","16904","-17","-66077"
"17","16905","-5","-66082"
"17","16906","-6","-66088"
"17","16907","+4","-66084"
"17","16908","+20","-66064"
"17","16909","+22","-66042"
"17","16910","+8","-66034"
"17","16911","+18","-66016"
"17","16912","-7","-66023"
"17","16913","+4","-66019"
"17","16914","+13","-66006"
"17","16915","-1","-66007"
"17","16916","-6","-66013"
"17","16917","-14","-66027"
"17","16918","-4","-66031"
"17","16919","-5","-66036"
"17","16920","-25","-66061"
"17","16921","+21","-66040"
"17","16922","-5","-66045"
"17","16923","-20","-66065"
"17","16924","+15","-66050"
"17","16925","+20","-66030"
"17","16926","+1","-66029"
"17","16927","+1","-66028"
"17","16928","+3","-66025"
"17","16929","+5","-66020"
"17","16930","+3","-66017"
"17","16931","+75248","9231"
"18","16932","+5","9236"
"18","16933","-11","9225"
"18","16934","+17","9242"
"18","16935","+9","9251"
"18","16936","-4","9247"
"18","16937","-2","9245"
"18","16938","+11","9256"
"18","16939","-10","9246"
"18","16940","-16","9230"
"18","16941","+18","9248"
"18","16942","+18","9266"
"18","16943","-2","9264"
"18","16944","-2","9262"
"18","16945","+17","9279"
"18","16946","+13","9292"
"18","16947","+14","9306"
"18","16948","-11","9295"
"18","16949","+19","9314"
"18","16950","-14","9300"
"18","16951","+8","9308"
"18","16952","+10","9318"
"18","16953","-3","9315"
"18","16954","-12","9303"
"18","16955","+13","9316"
"18","16956","-3","9313"
"18","16957","+18","9331"
"18","16958","-20","9311"
"18","16959","+8","9319"
"18","16960","+3","9322"
"18","16961","+8","9330"
"18","16962","+13","9343"
"18","16963","+9","9352"
"18","16964","+14","9366"
"18","16965","-11","9355"
"18","16966","-6","9349"
"18","16967","+16","9365"
"18","16968","-12","9353"
"18","16969","+14","9367"
"18","16970","-8","9359"
"18","16971","+3","9362"
"18","16972","-18","9344"
"18","16973","-11","9333"
"18","16974","+6","9339"
"18","16975","-2","9337"
"18","16976","-14","9323"
"18","16977","-2","9321"
"18","16978","+17","9338"
"18","16979","-2","9336"
"18","16980","+6","9342"
"18","16981","-1","9341"
"18","16982","-13","9328"
"18","16983","+20","9348"
"18","16984","+9","9357"
"18","16985","+14","9371"
"18","16986","-15","9356"
"18","16987","-16","9340"
"18","16988","+18","9358"
"18","16989","-4","9354"
"18","16990","-8","9346"
"18","16991","+5","9351"
"18","16992","+19","9370"
"18","16993","-1","9369"
"18","16994","+19","9388"
"18","16995","+11","9399"
"18","16996","-3","9396"
"18","16997","+16","9412"
"18","16998","-12","9400"
"18","16999","-6","9394"
"18","17000","+3","9397"
"18","17001","-7","9390"
"18","17002","-1","9389"
"18","17003","+4","9393"
"18","17004","-15","9378"
"18","17005","-5","9373"
"18","17006","+13","9386"
"18","17007","+9","9395"
"18","17008","+11","9406"
"18","17009","+2","9408"
"18","17010","+17","9425"
"18","17011","+12","9437"
"18","17012","-7","9430"
"18","17013","-16","9414"
"18","17014","+13","9427"
"18","17015","-11","9416"
"18","17016","-14","9402"
"18","17017","+22","9424"
"18","17018","+16","9440"
"18","17019","-8","9432"
"18","17020","+16","9448"
"18","17021","+8","9456"
"18","17022","-10","9446"
"18","17023","+8","9454"
"18","17024","-19","9435"
"18","17025","+17","9452"
"18","17026","-9","9443"
"18","17027","+8","9451"
"18","17028","-2","9449"
"18","17029","+18","9467"
"18","17030","+9","9476"
"18","17031","+1","9477"
"18","17032","+10","9487"
"18","17033","-14","9473"
"18","17034","+6","9479"
"18","17035","+2","9481"
"18","17036","+2","9483"
"18","17037","-15","9468"
"18","17038","-15","9453"
"18","17039","-6","9447"
"18","17040","+11","9458"
"18","17041","+16","9474"
"18","17042","-8","9466"
"18","17043","+14","9480"
"18","17044","-18","9462"
"18","17045","-12","9450"
"18","17046","+14","9464"
"18","17047","+7","9471"
"18","17048","-1","9470"
"18","17049","-13","9457"
"18","17050","-18","9439"
"18","17051","-13","9426"
"18","17052","+5","9431"
"18","17053","-3","9428"
"18","17054","-18","9410"
"18","17055","+7","9417"
"18","17056","-2","9415"
"18","17057","-2","9413"
"18","17058","+6","9419"
"18","17059","-12","9407"
"18","17060","+15","9422"
"18","17061","+1","9423"
"18","17062","+18","9441"
"18","17063","-8","9433"
"18","17064","+22","9455"
"18","17065","+6","9461"
"18","17066","-1","9460"
"18","17067","+9","9469"
"18","17068","+9","9478"
"18","17069","+17","9495"
"18","17070","+18","9513"
"18","17071","+9","9522"
